LFQ intensity H1	LFQ intensity H2	LFQ intensity H3	LFQ intensity L1	LFQ intensity L2	LFQ intensity L3	C: Only identified by site	C: Reverse	C: Potential contaminant	C: Welch's T-test Significant L_Hwelch_combined	C: Welch's T-test significant	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: PEP	N: Intensity	N: -Log Welch's T-test p-value L_Hwelch_combined	N: Welch's T-test q-value L_Hwelch_combined	N: Welch's T-test Difference L_Hwelch_combined	N: Welch's T-test Test statistic L_Hwelch_combined	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names	T: id
32.917	32.9529	33.0407	33.4913	33.4907	33.5551				+	L_H	113	113	113	57.6	57.6	57.6	273.6	0	42504000000	3.13451	0.00996901	0.542141	0.265429	Q6P2Q9;I3L0J9;F5H2I4;I3L3Z8;I3L1T8	Q6P2Q9	Pre-mRNA-processing-splicing factor 8	PRPF8	5281
24.4919	24.8351	24.6281	25.4862	25.5439	25.6422				+	L_H	10	10	10	30.1	30.1	30.1	42.441	1.81E-52	306860000	2.31986	0.0236686	0.905731	0.429324	Q6RFH5;E9PS41;Q6RFH5-2;H0YFP2;F5H0Q8;F5GYL6;H0YGM6	Q6RFH5;E9PS41;Q6RFH5-2	WD repeat-containing protein 74	WDR74	5301
21.661	21.5981	21.5926	22.4211	22.8147	22.4231				+	L_H	2	2	2	5.9	5.9	5.9	56.051	1.55E-11	60397000	1.77373	0.0481781	0.935773	0.438775	Q6SPF0;E9PIW9	Q6SPF0;E9PIW9	Atherin	SAMD1	5302
23.9124	23.9952	23.7898	25.1008	24.8037	24.8458				+	L_H	4	4	4	11.4	11.4	11.4	43.083	6.12E-13	93162000	2.80208	0.0137104	1.01763	0.482215	Q70UQ0-4;Q70UQ0	Q70UQ0-4			5328
29.7109	29.7317	29.6247	30.2457	30.3909	30.3536				+	L_H	34	34	34	52.1	52.1	52.1	102	6.67E-173	5211100000	3.34754	0.00844504	0.640962	0.311983	Q7KZF4;E7ESM6;H7C597	Q7KZF4;E7ESM6	Staphylococcal nuclease domain-containing protein 1	SND1	5332
29.5459	29.4118	29.661	30.1421	30.1319	30.1684				+	L_H	34	34	34	34.1	34.1	34.1	117.36	2.30E-169	4201100000	1.91106	0.0404591	0.607876	0.293261	Q7L014;D6RJA6;F5GYY8;H0Y9U3	Q7L014	Probable ATP-dependent RNA helicase DDX46	DDX46	5334
23.9339	24.2156	23.8636	24.7074	25.0968	25.3354				+	L_H	6	6	6	15.4	15.4	15.4	47.346	8.06E-23	162440000	1.86805	0.0427404	1.04217	0.471079	Q7L0Y3;C9JVB6	Q7L0Y3;C9JVB6	Mitochondrial ribonuclease P protein 1	RG9MTD1	5335
23.6438	23.7566	23.6239	24.5652	24.3231	24.4111				+	L_H	5	5	5	8.1	8.1	8.1	74.582	5.84E-25	95634000	2.70206	0.01525	0.758334	0.364246	Q7Z4Q2;Q7Z4Q2-2;B7WNW7;Q7Z4Q2-3	Q7Z4Q2;Q7Z4Q2-2;B7WNW7;Q7Z4Q2-3	HEAT repeat-containing protein 3	HEATR3	5364
22.8147	22.6241	22.5273	23.1102	23.3522	23.0855				+	L_H	3	3	3	18	18	18	25.913	2.77E-17	74127000	1.93166	0.0392667	0.527275	0.24873	Q7Z4W1	Q7Z4W1	L-xylulose reductase	DCXR	5366
29.4284	29.4093	29.4897	30.1027	29.9997	30.0861				+	L_H	62	62	59	18.2	18.2	17.5	480.19	2.50E-279	5908800000	3.79294	0.00590435	0.620374	0.30409	Q7Z6Z7-2;Q7Z6Z7-3;Q7Z6Z7;H0Y5W0;Q5H962;H0Y659;F5H1P2;Q5H963;A5YM72-2;A5YM72;F5H2B1;E9PK38;F5H427;A5YM72-3	Q7Z6Z7-2;Q7Z6Z7-3;Q7Z6Z7;H0Y5W0	E3 ubiquitin-protein ligase HUWE1	HUWE1	5373
28.2431	28.0886	28.0735	28.7214	28.7988	28.6618				+	L_H	37	37	37	25.1	25.1	25.1	182.12	1.08E-120	2313400000	2.8703	0.0129591	0.592287	0.286522	Q86U86-5;Q86U86-7;Q86U86-3;Q86U86-2;Q86U86-8;Q86U86;Q86U86-4;Q86U86-9;E7EVG2;H0Y5B5;Q86U86-6;C9JPI5;C9JQF1;C9J053;C9JCJ2	Q86U86-5;Q86U86-7;Q86U86-3;Q86U86-2;Q86U86-8;Q86U86;Q86U86-4;Q86U86-9;E7EVG2;H0Y5B5;Q86U86-6	Protein polybromo-1	PBRM1	5389
28.4959	28.6578	28.6197	29.1742	29.478	29.3577				+	L_H	15	15	15	50.8	50.8	50.8	40.369	2.87E-54	2200100000	2.34776	0.0229578	0.74549	0.354832	Q86UY0;Q8NBS9;B2RDM2	Q86UY0;Q8NBS9;B2RDM2	Thioredoxin domain-containing protein 5	TXNDC5	5396
28.945	29.2391	29.1803	30.0999	29.8655	29.6817				+	L_H	34	34	34	34.7	34.7	34.7	136.37	4.60E-209	3195000000	2.04924	0.0340815	0.760885	0.353783	Q86VP6;Q86VP6-2;H0YGP5;Q86VP6-3;H0YH27;F5H6I6;F8WBB8;O75155-2;O75155	Q86VP6;Q86VP6-2	Cullin-associated NEDD8-dissociated protein 1	CAND1	5404
22.5182	22.5621	22.2788	23.0133	23.0278	22.7728				+	L_H	3	3	3	3.3	3.3	3.3	99.431	1.77E-12	48471000	1.79452	0.04709	0.484963	0.228672	Q86W56-3;Q86W56-2;Q86W56	Q86W56-3;Q86W56-2;Q86W56	Poly(ADP-ribose) glycohydrolase	PARG	5408
28.949	28.9888	29.0821	29.598	29.5483	29.5396				+	L_H	32	32	32	48.7	48.7	48.7	102.97	1.12E-228	3107000000	2.85194	0.0130895	0.555367	0.271781	Q86XP3;Q86XP3-2	Q86XP3;Q86XP3-2	ATP-dependent RNA helicase DDX42	DDX42	5415
25.1403	25.2502	25.1873	25.6869	25.6404	25.598				+	L_H	12	12	12	17.7	17.7	17.7	93.52	3.57E-47	368450000	3.30702	0.00867973	0.449145	0.220074	Q86Y56;H0Y650;Q86Y56-2;F5H8D4;Q86Y56-3;E9PGY2;H7C3B1	Q86Y56;H0Y650;Q86Y56-2;F5H8D4;Q86Y56-3;E9PGY2	HEAT repeat-containing protein 2	HEATR2	5416
21.5684	21.3719	21.5095	22.5275	22.6563	22.4852				+	L_H	3	3	3	9.7	9.7	9.7	42.961	4.57E-13	33581000	3.75755	0.00590435	1.07307	0.516471	Q8IVS2;Q8IVS2-2	Q8IVS2	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial	MCAT	5432
28.8423	28.7216	28.5779	29.5004	29.4692	29.4038				+	L_H	19	19	19	27.2	27.2	27.2	103.7	1.16E-75	3629700000	2.28261	0.0251159	0.743867	0.357361	Q8IWX8	Q8IWX8	Calcium homeostasis endoplasmic reticulum protein	CHERP	5445
22.4905	22.1883	21.9981	24.1712	23.685	23.7936				+	L_H	3	3	3	6	6	6	72.47	2.23E-12	53185000	2.88979	0.0126406	1.65762	0.751559	Q8IWZ8;B4DVK3;Q8IWZ8-2	Q8IWZ8;B4DVK3;Q8IWZ8-2	SURP and G-patch domain-containing protein 1	SUGP1	5446
24.8582	24.8952	25.0119	25.3797	25.5414	25.5167				+	L_H	9	9	9	19.6	19.6	19.6	65.478	1.33E-33	245890000	2.89681	0.0126406	0.557501	0.269534	Q8IXH7-4;Q8IXH7;Q8IXH7-3	Q8IXH7-4;Q8IXH7	Negative elongation factor C/D	TH1L	5451
26.2489	26.2457	26.5143	26.6701	26.9029	26.9408				+	L_H	8	8	8	50.3	50.3	50.3	19.856	2.51E-22	427350000	1.82049	0.0453653	0.501625	0.236302	Q8N183;D6RA56;H0YA50	Q8N183	Mimitin, mitochondrial	NDUFAF2	5476
29.5352	29.5148	29.4187	29.9904	29.9302	30.063				+	L_H	37	37	37	51.4	51.4	51.4	93.487	6.88E-250	4228200000	3.17273	0.00953756	0.504962	0.246013	Q8N1F7;H3BVG0;Q8N1F7-2;H3BM93;H3BV11;H3BRI8;H3BNN5;H3BPA9;H3BP95;H3BMX0;H3BV15;H3BVE2;H3BRD9	Q8N1F7;H3BVG0;Q8N1F7-2	Nuclear pore complex protein Nup93	NUP93	5478
26.8461	26.9968	27.0292	27.5002	27.5644	27.3697				+	L_H	14	14	14	29.5	29.5	29.5	63.472	3.43E-59	1074800000	2.53317	0.0186857	0.520739	0.250308	Q8N1G4	Q8N1G4	Leucine-rich repeat-containing protein 47	LRRC47	5482
26.3841	26.3304	26.4408	27.1299	27.0023	26.8181				+	L_H	31	31	2	16.5	16.5	1.1	244.29	4.47E-143	712160000	1.85038	0.0436459	0.598305	0.28546	Q8N201;H7C582	Q8N201	Integrator complex subunit 1	INTS1	5483
26.1178	26.0352	26.1837	26.7012	27.0649	26.941				+	L_H	8	8	8	9.6	9.6	9.6	110.26	6.39E-30	443950000	2.02196	0.0353645	0.790143	0.373579	Q8N3X1;Q8N3X1-2	Q8N3X1;Q8N3X1-2	Formin-binding protein 4	FNBP4	5490
23.2101	22.9049	22.9234	23.8708	23.648	23.5595				+	L_H	4	4	4	38.6	38.6	38.6	13.903	1.64E-09	114520000	2.1272	0.0302888	0.679984	0.318431	Q8N726	Q8N726	Cyclin-dependent kinase inhibitor 2A, isoform 4	CDKN2A	5509
27.0669	27.0386	26.9851	27.5183	27.5185	27.7655				+	L_H	17	17	17	30.5	30.5	30.5	72.456	1.60E-68	959090000	1.83984	0.0442312	0.570562	0.273547	Q8N8A6	Q8N8A6	ATP-dependent RNA helicase DDX51	DDX51	5512
19.9003	20.1544	19.9762	20.5559	20.5354	20.3647				+	L_H	2	2	2	6.6	6.6	6.6	34.723	4.83E-08	12204000	2.04989	0.0340556	0.475049	0.226575	Q8N999-3;Q8N999	Q8N999-3;Q8N999	Uncharacterized protein C12orf29	C12orf29	5515
25.2278	25.1807	25.7352	26.2796	26.5933	26.6238				+	L_H	7	7	7	26.3	26.3	26.3	37.476	1.26E-26	452370000	2.01553	0.0356157	1.11767	0.505999	Q8NAV1	Q8NAV1	Pre-mRNA-splicing factor 38A	PRPF38A	5520
28.8311	28.9936	28.8322	29.6481	29.3855	29.7864				+	L_H	13	13	13	40.2	40.2	40.2	43.135	8.95E-62	1716300000	1.86748	0.0427671	0.72104	0.338618	Q8NC51-3;Q8NC51;Q8NC51-4;Q8NC51-2	Q8NC51-3;Q8NC51;Q8NC51-4;Q8NC51-2	Plasminogen activator inhibitor 1 RNA-binding protein	SERBP1	5528
30.1123	30.0487	30.0162	30.7515	30.7476	30.7151				+	L_H	23	23	23	36.3	36.3	36.3	95.925	3.05E-151	7630500000	3.36426	0.00836596	0.678958	0.33438	Q8NE71;Q8NE71-2;H0YGW7;F8VQZ0;E9PC67;Q5STZ8;Q5STZ7;F5GYK6	Q8NE71;Q8NE71-2;H0YGW7	ATP-binding cassette sub-family F member 1	ABCF1	5540
24.2912	23.8634	24.617	25.6855	25.5503	25.8654				+	L_H	7	7	7	15.2	15.2	15.2	48.633	1.39E-23	327900000	1.91462	0.0402553	1.44322	0.645297	Q8NEF9	Q8NEF9	Serum response factor-binding protein 1	SRFBP1	5542
27.4002	27.472	27.7933	28.3246	28.1556	28.3447				+	L_H	9	9	9	38.2	38.2	38.2	42.15	2.33E-58	1313300000	1.86384	0.0430234	0.7198	0.337156	Q8NFH3;B4E2F0;B4E301;F5H0E3;B4DVD1;Q5VYB5	Q8NFH3	Nucleoporin Nup43	NUP43	5552
26.1264	26.4175	26.3184	26.899	27.2147	26.8188				+	L_H	8	8	8	43.6	43.6	43.6	34.773	5.84E-46	584270000	1.91077	0.0404609	0.690069	0.321266	Q8NFH5;B4DYB4;F8WCF5;F8WEL4;C9IYQ7;C9JIY9;B4DP57;C9JWU7	Q8NFH5;B4DYB4;F8WCF5;F8WEL4;C9IYQ7	Nucleoporin NUP53	NUP35	5554
30.6946	30.63	30.6563	31.1734	31.135	31.1786				+	L_H	41	41	41	32.3	32.3	32.3	182.77	1.43E-204	9024200000	4.27434	0.00561812	0.502017	0.248123	Q8NI27;H0Y815;Q8NI27-2;F2Z2V2;B7ZBA0;H0Y594;H0Y7U4;H7C477	Q8NI27	THO complex subunit 2	THOC2	5559
29.7559	29.5293	29.7308	30.205	30.0712	30.1246				+	L_H	33	33	33	39.5	39.5	39.5	105.32	1.16E-177	4532400000	1.99334	0.0365627	0.461593	0.221752	Q8NI36;D6R922;D6RFM8	Q8NI36;D6R922	WD repeat-containing protein 36	WDR36	5560
29.079	28.9765	28.9814	29.9613	29.9355	29.7823				+	L_H	29	29	20	28.9	28.9	22.1	132.88	2.47E-161	3091600000	3.25401	0.00907627	0.880716	0.42648	Q8TAQ2;Q8TAQ2-2;F8VTJ5;F8VXC8;F8VZW6	Q8TAQ2;Q8TAQ2-2;F8VTJ5;F8VXC8	SWI/SNF complex subunit SMARCC2	SMARCC2	5566
25.7673	25.628	25.888	26.4696	26.7599	26.7121				+	L_H	7	7	7	30.8	30.8	30.8	35.386	3.57E-43	644760000	2.73282	0.0147423	0.886116	0.418545	Q8TC12;G3V2G6;Q8TC12-2;G3V234;H0YIZ8;H0YJ10;H0YJ46;B4DDW0	Q8TC12;G3V2G6;Q8TC12-2;G3V234;H0YIZ8	Retinol dehydrogenase 11	RDH11	5576
27.566	27.5233	27.4101	27.9923	28.0581	28.1073				+	L_H	30	30	30	23.4	23.4	23.4	168.59	2.58E-129	1812200000	2.98822	0.0116147	0.55281	0.268716	Q8TEQ6	Q8TEQ6	Gem-associated protein 5	GEMIN5	5589
26.6722	26.6921	26.8629	27.3834	27.3265	27.3727				+	L_H	21	21	21	26.5	26.5	26.5	118.71	1.97E-109	835260000	2.22014	0.0269151	0.618497	0.299806	Q8TEX9;Q8TEX9-2;H0Y3R2;H0YN14;H0YMR4;H0YN07;H0YLV0;H0YL92;H0YK93;H0YKG5	Q8TEX9;Q8TEX9-2;H0Y3R2;H0YN14;H0YMR4	Importin-4	IPO4	5590
29.3248	29.489	29.6123	30.1197	30.1114	30.1071				+	L_H	33	33	33	40.2	40.2	40.2	128.98	9.05E-164	4526600000	1.78254	0.0476933	0.637366	0.305931	Q8WUM0;A6NGS4;F5H5C2;Q5T8N1;Q5TDI3	Q8WUM0;A6NGS4;F5H5C2;Q5T8N1	Nuclear pore complex protein Nup133	NUP133	5600
25.7461	25.7764	25.7333	26.5359	26.7897	26.6345				+	L_H	3	3	3	24.5	24.5	24.5	18.86	6.84E-10	441930000	2.25919	0.0257655	0.901397	0.434415	Q8WVK2;H0YBW5;B8ZZ98	Q8WVK2	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein	SNRNP27	5610
23.5857	23.47	23.0286	24.3122	24.6235	24.1597				+	L_H	7	7	7	8.6	8.6	8.6	113.37	8.90E-23	98860000	1.95526	0.0381251	1.00372	0.452572	Q8WWM7;Q8WWM7-6;Q8WWM7-5;Q8WWM7-4;A8K1R6;Q8WWM7-2;Q63ZY4;Q8WWM7-3;H3BUF6;H3BSQ5;H3BUE3;H3BSK9;Q8WWM7-7;C9JXV8;H3BRB0	Q8WWM7;Q8WWM7-6;Q8WWM7-5;Q8WWM7-4;A8K1R6;Q8WWM7-2;Q63ZY4;Q8WWM7-3;H3BUF6	Ataxin-2-like protein	ATXN2L	5620
28.5994	28.5139	28.4131	29.0027	29.0889	29.0979				+	L_H	42	42	42	23.9	23.9	23.9	252.5	6.86E-172	2285400000	2.62097	0.0167264	0.554391	0.268885	Q8WYP5;Q8WYP5-3;Q8WYP5-2;H7C4S1	Q8WYP5;Q8WYP5-3;Q8WYP5-2	Protein ELYS	AHCTF1	5631
28.8839	29.1294	29.1569	30.0952	29.8023	29.9066				+	L_H	29	29	29	47	47	47	82.431	2.22E-117	3461700000	2.70424	0.0152182	0.877972	0.413751	Q92499;B4DME8;B4DPN6	Q92499;B4DME8;B4DPN6	ATP-dependent RNA helicase DDX1	DDX1	5635
29.84	29.6345	29.7005	30.4029	30.5947	30.451				+	L_H	31	28	27	50.7	46.9	45.2	92.115	2.25E-155	4912900000	3.08104	0.0105058	0.757912	0.363753	Q92598-2;Q92598;Q92598-3;B4DYH1;B4DY72;E7EUG1;F2Z3D7;Q5TBM3	Q92598-2;Q92598;Q92598-3;B4DYH1;B4DY72;E7EUG1	Heat shock protein 105 kDa	HSPH1	5646
25.3703	25.5268	25.4616	26.2615	26.0816	25.9767				+	L_H	15	15	15	17.6	17.6	17.6	137.53	1.01E-74	446890000	2.24918	0.0259585	0.653699	0.31207	Q92610;H0YM74	Q92610;H0YM74	Zinc finger protein 592	ZNF592	5648
29.8035	29.7574	29.916	30.3472	30.4105	30.4345				+	L_H	93	93	93	42.3	42.3	42.3	292.75	0	6472800000	2.82389	0.0135187	0.571804	0.278409	Q92616;REV__Q9UHR4	Q92616	Translational activator GCN1	GCN1L1	5650
29.326	29.3029	29.2809	29.8523	29.9077	29.8898				+	L_H	53	53	53	33.2	33.2	33.2	227.92	2.21E-243	4139200000	4.81394	0.00402508	0.580026	0.287017	Q92621;F2Z2D0;F8WCW4;E7ET25;Q13255-2;F8W805;Q13255	Q92621	Nuclear pore complex protein Nup205	NUP205	5653
28.9572	28.8253	29.0875	29.5141	29.4606	29.2839				+	L_H	34	34	34	38.1	38.1	38.1	141.15	1.03E-171	3346500000	1.95964	0.038017	0.462906	0.220138	Q92797;Q92797-2;Q92797-3;H0Y2X6	Q92797	Symplekin	SYMPK	5665
29.6073	29.2904	29.524	30.377	30.3175	30.1921				+	L_H	30	30	24	43.9	43.9	36.4	101.31	2.42E-207	4992700000	2.40445	0.021733	0.821651	0.389522	Q92973-2;Q92973;Q92973-3;B4DSC0;E7EW37;E5RI07	Q92973-2;Q92973;Q92973-3	Transportin-1	TNPO1	5680
28.4243	28.2789	28.1874	28.8357	28.769	28.8606				+	L_H	11	11	11	58.6	58.6	58.6	26.72	4.28E-45	1842200000	2.04586	0.0342558	0.524921	0.253073	Q92979;H3BUT4	Q92979	Ribosomal RNA small subunit methyltransferase NEP1	EMG1	5681
23.0897	22.7929	22.9484	23.6212	23.6463	23.9223				+	L_H	8	8	8	3.1	3.1	3.1	290.46	2.03E-32	87333000	2.41598	0.021362	0.786269	0.369306	Q93008-1;Q93008;E9PFG1;O00507;O00507-2	Q93008-1;Q93008;E9PFG1;O00507	Probable ubiquitin carboxyl-terminal hydrolase FAF-X;Probable ubiquitin carboxyl-terminal hydrolase FAF-Y	USP9X;USP9Y	5685
22.5453	21.8841	22.5785	24.5244	23.5169	23.8873				+	L_H	4	4	4	9.7	9.7	9.7	40.262	1.42E-10	69724000	1.87683	0.0423655	1.64024	0.691771	Q96BN8;H0Y9T0	Q96BN8	Protein FAM105B	FAM105B	5717
23.539	23.4127	23.7081	24.2637	24.4703	24.4782				+	L_H	4	4	4	13.2	13.2	13.2	37.765	9.31E-13	125050000	2.74706	0.0146607	0.850787	0.403087	Q96C23;H7C320;F8WB82;H7C1B5;B8ZZ75	Q96C23;H7C320;F8WB82;H7C1B5	Aldose 1-epimerase	GALM	5723
26.2817	26.1156	26.1937	26.9734	26.6668	26.6707				+	L_H	9	9	9	32.9	32.9	32.9	38.608	4.96E-29	592590000	1.78353	0.0476933	0.573346	0.27143	Q96C86	Q96C86	m7GpppX diphosphatase	DCPS	5725
23.1271	22.7979	22.3414	24.1063	24.0702	24.5052				+	L_H	3	3	3	31.9	31.9	31.9	12.498	7.22E-10	125570000	2.04503	0.0342558	1.47176	0.64919	Q96DA6;F2Z3A7;C9JBV1;G5E9V2	Q96DA6;F2Z3A7;C9JBV1	Mitochondrial import inner membrane translocase subunit TIM14	DNAJC19	5732
26.101	25.9521	25.8904	25.5326	25.6275	25.38				+	L_H	3	3	3	21.7	21.7	21.7	20.749	1.02E-14	162900000	2.07345	0.0326612	-0.467815	-0.223256	Q96EK6;G3V5E4;G3V4W4	Q96EK6;G3V5E4;G3V4W4	Glucosamine 6-phosphate N-acetyltransferase	GNPNAT1	5749
25.2026	25.2505	25.1435	25.8377	25.9914	25.8891				+	L_H	11	11	11	15.7	15.7	15.7	98.119	1.25E-34	336570000	3.37655	0.00825434	0.707204	0.34418	Q96EN8	Q96EN8	Molybdenum cofactor sulfurase	MOCOS	5753
29.588	29.5021	29.2163	30.1267	30.4016	30.2186				+	L_H	12	12	12	35.6	35.6	35.6	43.383	4.79E-61	4152900000	2.24969	0.0259585	0.81349	0.380424	Q96EP5;Q96EP5-2	Q96EP5;Q96EP5-2	DAZ-associated protein 1	DAZAP1	5754
24.5624	24.2735	24.2743	25.0348	24.9987	25.2248				+	L_H	7	7	7	29.8	29.8	29.8	28.02	1.56E-20	197930000	2.29229	0.0247758	0.716024	0.337902	Q96HS1-2;Q96HS1;F5GXG4;Q9UBZ9-2;Q9UBZ9	Q96HS1-2;Q96HS1	Serine/threonine-protein phosphatase PGAM5, mitochondrial	PGAM5	5781
25.5976	25.2755	25.4849	26.1999	26.0368	25.8376				+	L_H	16	16	16	19.1	19.1	19.1	108.17	1.11E-55	634830000	1.80373	0.0463011	0.572077	0.267203	Q96HW7;Q96HW7-2;Q96HW7-3;F8WAA7;E9PIM3;Q96HW7-4;Q96LV5;Q2T9F4	Q96HW7;Q96HW7-2	Integrator complex subunit 4	INTS4	5783
30.5056	30.2482	30.309	30.7675	30.889	30.8692				+	L_H	29	28	26	68.7	67.3	65.6	61.64	4.76E-183	7397500000	1.9162	0.0401846	0.487677	0.23375	Q96I24;A6NJ37;Q96I24-2;REV__P16234-3;REV__P16234	Q96I24;A6NJ37;Q96I24-2	Far upstream element-binding protein 3	FUBP3	5786
25.3642	25.4688	25.4521	25.954	25.8214	25.9122				+	L_H	11	11	11	15	15	15	89.098	1.05E-42	353620000	3.04117	0.0109921	0.46748	0.227944	Q96JM3	Q96JM3	Chromosome alignment-maintaining phosphoprotein 1	CHAMP1	5800
28.1171	28.2864	28.2378	28.6254	28.9579	28.7266				+	L_H	24	24	24	32.4	32.4	32.4	117.01	9.00E-240	1793400000	1.81325	0.0458831	0.556185	0.26353	Q96KR1;B5MEH6;H0Y8W1;Q05D65	Q96KR1;B5MEH6	Zinc finger RNA-binding protein	ZFR	5807
26.7617	26.7893	26.6534	27.0453	26.9949	26.9321				+	L_H	40	40	40	21.1	21.1	21.1	335.8	1.63E-194	799870000	2.0198	0.0354399	0.255992	0.124701	Q96L91-3;Q96L91-5;Q96L91-2;Q96L91;Q96L91-4;A7E2D7;F8WCN8;H9KV84;Q6ZTU2-2;Q6ZTU2-6;Q6ZTU2;F2Z2G7;Q6ZTU2-4;C9JIE5;Q6ZTU2-5;F5GWI7;F8WA08	Q96L91-3;Q96L91-5;Q96L91-2;Q96L91;Q96L91-4;A7E2D7	E1A-binding protein p400	EP400	5809
25.3119	25.1622	25.1085	25.5229	25.6719	25.7037				+	L_H	17	17	14	9.5	9.5	8.2	238.27	3.29E-62	303750000	2.21076	0.0272288	0.438634	0.210627	Q96N67-4;Q96N67-3;Q96N67-5;Q96N67-2;Q96N67-6;Q96N67;H0Y7L2;F8W9H6;Q96NI0	Q96N67-4;Q96N67-3;Q96N67-5;Q96N67-2;Q96N67-6;Q96N67;H0Y7L2	Dedicator of cytokinesis protein 7	DOCK7	5818
27.9772	27.7033	27.9403	28.3502	28.5353	28.3274				+	L_H	18	18	18	23.4	23.4	23.4	115.96	8.10E-93	1201900000	2.02485	0.0352047	0.530685	0.251728	Q96P70	Q96P70	Importin-9	IPO9	5825
27.0989	27.3722	27.3708	27.798	27.6777	27.9678				+	L_H	22	22	22	39	39	39	75.035	5.18E-96	1079300000	1.89643	0.0411974	0.533913	0.251391	Q96PZ0;E7EUH7;H0Y863	Q96PZ0;E7EUH7	Pseudouridylate synthase 7 homolog	PUS7	5830
28.5851	28.7838	28.6878	29.0941	29.0388	29.0518				+	L_H	18	18	18	27.1	27.1	27.1	99.057	1.44E-126	2209800000	1.78507	0.0476933	0.375985	0.182538	Q96QC0;F5H5K4	Q96QC0;F5H5K4	Serine/threonine-protein phosphatase 1 regulatory subunit 10	PPP1R10	5832
28.9872	28.7944	28.8263	29.6445	29.4563	29.5014				+	L_H	23	23	23	33.9	33.9	33.9	91.706	1.20E-105	3430600000	2.8892	0.0126406	0.664766	0.319245	Q96QK1;F5GYF5;I3L4S0;I3L4P4	Q96QK1;F5GYF5	Vacuolar protein sorting-associated protein 35	VPS35	5835
24.7308	25.0792	25.0823	26.199	25.8579	25.8481				+	L_H	4	4	4	20.2	20.2	20.2	33.24	4.42E-34	247280000	2.44239	0.0207209	1.00423	0.464046	Q96QR8	Q96QR8	Transcriptional activator protein Pur-beta	PURB	5836
23.7369	24.0722	23.5763	25.1723	25.5435	24.835				+	L_H	7	7	7	13.7	13.7	13.7	57.258	5.25E-32	153510000	2.1547	0.0291062	1.38846	0.616717	Q96RE7;Q96BF6	Q96RE7	Nucleus accumbens-associated protein 1	NACC1	5839
27.4872	27.5622	27.6124	27.8927	28.0603	27.904				+	L_H	20	20	20	33.1	33.1	33.1	85.652	2.00E-71	1346100000	2.25721	0.0257655	0.398441	0.192932	Q9ULW0;Q96RR5	Q9ULW0;Q96RR5	Targeting protein for Xklp2	TPX2;HCA90	5842
25.3219	25.5564	25.7424	26.6168	26.1834	26.3013				+	L_H	14	10	10	21	15	15	71.966	9.28E-57	487950000	2.01307	0.0357407	0.826928	0.379744	Q96SI9-2;Q96SI9	Q96SI9-2;Q96SI9	Spermatid perinuclear RNA-binding protein	STRBP	5853
28.3233	28.6097	28.3466	28.91	28.8439	29.1423				+	L_H	32	32	31	29.7	29.7	29.7	145.17	2.91E-143	2900600000	1.856	0.0433919	0.538827	0.253098	Q96ST3;H3BP90;H3BNZ3;H3BT34;H3BQ76;H3BQ88;H3BNA0;H3BQL7	Q96ST3	Paired amphipathic helix protein Sin3a	SIN3A	5855
29.2697	29.1681	29.1069	29.8385	29.8197	30.0342				+	L_H	28	28	26	39.4	39.4	37.7	107.19	1.09E-122	3534200000	2.77506	0.0142738	0.715888	0.343612	Q96T37;Q96T37-2;Q96T37-3;F5GZJ8	Q96T37;Q96T37-2;Q96T37-3	Putative RNA-binding protein 15	RBM15	5857
30.0337	29.8274	30.0325	30.6329	30.4493	30.6307				+	L_H	29	29	29	47.3	47.3	47.3	92.25	2.52E-144	5038600000	2.54613	0.0185045	0.606459	0.289942	Q99459	Q99459	Cell division cycle 5-like protein	CDC5L	5865
27.6832	27.8751	28.009	28.2217	28.4685	28.5214				+	L_H	22	22	22	33.6	33.6	33.6	105.84	1.18E-107	1661900000	1.84412	0.0439738	0.548073	0.257048	Q99460;Q99460-2;C9J9M4;H7BZR6;H7C378;F8WCE3	Q99460;Q99460-2	26S proteasome non-ATPase regulatory subunit 1	PSMD1	5866
30.4226	30.6538	30.504	31.0227	31.0361	31.0762				+	L_H	15	15	15	85.2	85.2	85.2	19.891	1.16E-69	7942200000	1.88711	0.0418324	0.518207	0.250393	Q99497	Q99497	Protein DJ-1	PARK7	5870
28.492	28.5674	28.5153	29.0783	29.3987	29.26				+	L_H	11	11	11	38.7	38.7	38.7	41.92	1.53E-58	2774000000	1.90382	0.0408308	0.720769	0.343977	Q99536;B0AZP7;B3KUF8;E9PF80	Q99536;B0AZP7;B3KUF8	Synaptic vesicle membrane protein VAT-1 homolog	VAT1	5871
26.7318	26.7136	26.7824	27.4305	27.5171	27.545				+	L_H	14	14	13	22.9	22.9	21.4	81.312	5.15E-65	752290000	3.71524	0.00605646	0.754899	0.370019	Q99661;Q99661-2;B7Z6Q6;B7Z7M6;Q5JR91;Q5JR89;H0Y5Z9	Q99661;Q99661-2;B7Z6Q6;B7Z7M6;Q5JR91	Kinesin-like protein KIF2C	KIF2C	5884
